日期,代码,名称,涨跌幅%,"主力净流入(亿,新浪口径)","特大单净(亿,新浪口径)","10:30主力净(亿,分笔重构)","10:30特大单净(亿,分笔重构)","全天主力净(亿,分笔重构)","全天特大单净(亿,分笔重构)",所属板块(通达信),板块涨跌%
2026-04-27,688041,海光信息,3.96,-9.13,-8.07,6.88,6.83,-2.94,-1.88,半导体,3.9
2026-04-28,688041,海光信息,-2.46,-0.83,1.21,1.68,1.99,-1.91,0.23,半导体,-1.44
2026-04-29,688041,海光信息,-3.54,-5.46,-4.93,-6.73,-6.75,-6.2,-5.57,半导体,0.07
2026-04-30,688041,海光信息,6.27,4.56,4.24,3.66,3.64,7.42,7.01,半导体,4.91
2026-04-01,688256,寒武纪,6.97,19.97,19.64,17.82,17.99,20.24,19.94,半导体,3.15
2026-04-02,688256,寒武纪,-4.99,-16.07,-16.55,-10.67,-10.55,-15.37,-16.29,半导体,-3.23
2026-04-03,688256,寒武纪,2.68,10.95,11.68,1.02,1.06,11.11,11.84,半导体,0.06
2026-04-07,688256,寒武纪,9.11,29.82,29.15,25.2,25.29,30.09,29.53,半导体,1.84
2026-04-08,688256,寒武纪,4.03,-5.07,-5.15,-6.25,-6.11,-4.04,-4.18,半导体,6.36
2026-04-09,688256,寒武纪,2.92,12.35,12.12,12.78,12.49,13.24,13.11,半导体,0.11
2026-04-10,688256,寒武纪,1.06,-4.41,-3.67,-3.05,-3.49,-3.61,-2.73,半导体,1.76
2026-04-13,688256,寒武纪,0.74,-4.8,-4.02,3.01,3.22,-3.08,-2.24,半导体,0.8
2026-04-14,688256,寒武纪,1.84,-3.15,-2.27,-4.2,-3.99,-2.3,-1.32,半导体,2.63
2026-04-15,688256,寒武纪,2.58,2.02,2.68,8.9,9.04,0.8,1.56,半导体,-0.5
2026-04-16,688256,寒武纪,2.59,5.11,5.53,5.22,5.19,4.92,5.61,半导体,1.24
2026-04-17,688256,寒武纪,2.07,6.28,6.22,5.32,5.16,7.31,7.27,半导体,1.09
2026-04-20,688256,寒武纪,3.32,5.9,5.02,-2.67,-2.6,5.0,4.12,半导体,1.3
2026-04-21,688256,寒武纪,-3.5,-11.88,-10.6,-11.13,-10.99,-12.59,-11.44,半导体,-1.33
2026-04-22,688256,寒武纪,0.53,-1.85,-1.07,-4.64,-4.42,-2.96,-2.1,半导体,2.88
2026-04-23,688256,寒武纪,-1.05,-5.23,-4.8,3.57,3.44,-4.14,-3.93,半导体,-1.52
2026-04-24,688256,寒武纪,2.23,18.07,18.08,-3.31,-3.29,18.98,19.09,半导体,1.73
2026-04-27,688256,寒武纪,0.31,-5.15,-4.84,-2.18,-2.17,-3.62,-3.43,半导体,3.9
2026-04-28,688256,寒武纪,1.31,3.08,3.59,6.18,6.39,2.32,2.88,半导体,-1.44
2026-04-29,688256,寒武纪,3.07,5.52,6.31,-3.24,-3.26,6.21,6.92,半导体,0.07
2026-04-30,688256,寒武纪,20.02,76.27,73.57,20.19,20.18,28.95,31.94,半导体,4.91
