股票代码,股票简称,申购代码,交易所,板块,发行总数,网上发行,顶格申购需配市值,申购上限,发行价格,最新价,首日收盘价,申购日期,中签号公布日,中签缴款日期,上市日期,发行市盈率,行业市盈率,中签率,询价累计报价倍数,配售对象报价家数,连续一字板数量,涨幅,每中一签获利
603381,永臻股份,732381,上海证券交易所,非科创板,5931.41,42706500,21.0,21000,23.35,15.43,34.47,2024-06-17,2024-06-19,2024-06-19,2024-06-26 00:00:00,15.06,17.05,0.05000438,3058.63,7740.0,,59.19,6910.0
301580,爱迪特,301580,深圳证券交易所,非科创板,1902.9382,9229000,5.0,5000,44.95,61.65,84.02,2024-06-17,2024-06-19,2024-06-19,2024-06-26 00:00:00,25.49,27.41,0.025787537,2757.66,6409.0,,98.97,22245.0
301565,中仑新材,301565,深圳证券交易所,非科创板,6001.0,23403500,11.0,11000,11.88,24.31,38.98,2024-06-11,2024-06-13,2024-06-13,2024-06-20 00:00:00,23.63,23.7,0.0367283142,2797.56,6280.0,,263.88,15675.0
688692,达梦数据,787692,上海证券交易所,科创板,1900.0,6080000,4.5,4500,86.96,236.35,240.8,2024-05-31,2024-06-04,2024-06-04,2024-06-12 00:00:00,24.09,46.12,0.04468753,2662.65,7121.0,,199.58,86775.0
300784,利安科技,300784,深圳证券交易所,非科创板,1406.0,14060000,14.0,14000,28.3,43.69,127.0,2024-05-28,2024-05-30,2024-05-30,2024-06-07 00:00:00,22.4,24.07,0.0191400256,,,,383.05,54200.0
301392,汇成真空,301392,深圳证券交易所,非科创板,2500.0,10875000,6.0,6000,12.2,259.0,104.06,2024-05-24,2024-05-28,2024-05-28,2024-06-05 00:00:00,16.31,27.32,0.0281161548,3025.93,6460.0,,468.92,28605.0
920002,万达轴承,920002,北京证券交易所,北交所,500.0,4750000,492.575,237500,20.74,52.6,67.98,2024-05-21,2024-05-24,,2024-05-30 00:00:00,14.0,27.12,0.07,,,,213.22,
301596,瑞迪智驱,301596,深圳证券交易所,非科创板,1377.9518,13779500,13.5,13500,25.92,53.31,69.41,2024-04-29,2024-05-06,2024-05-06,2024-05-13 00:00:00,15.65,26.43,0.0172272167,,,,179.77,23300.0
688530,欧莱新材,787530,上海证券交易所,科创板,4001.1206,12803500,9.5,9500,9.6,85.1,25.87,2024-04-25,2024-04-29,2024-04-29,2024-05-09 00:00:00,41.44,28.2,0.04512993,3554.99,7166.0,,157.37,7555.0
301539,宏鑫科技,301539,深圳证券交易所,非科创板,3700.0,17945000,10.5,10500,10.64,13.39,35.98,2024-04-01,2024-04-03,2024-04-03,2024-04-15 00:00:00,25.0,24.54,0.0248643487,3137.0,6328.0,,268.9,14305.0
688691,灿芯股份,787691,上海证券交易所,科创板,3000.0,10200000,7.5,7500,19.86,103.82,49.7,2024-03-29,2024-04-02,2024-04-02,2024-04-11 00:00:00,25.12,53.5,0.04100332,3411.48,7213.0,,162.11,16095.0
920931,无锡鼎邦,889900,北京证券交易所,北交所,2500.0,23750000,736.25,1187500,6.2,9.39,10.2,2024-03-27,2024-04-01,,2024-04-08 00:00:00,14.0,26.57,0.08,,,,94.12,
301587,中瑞股份,301587,深圳证券交易所,非科创板,3683.201,14949000,8.5,8500,21.73,21.63,37.75,2024-03-25,2024-03-27,2024-03-27,2024-04-08 00:00:00,18.79,23.61,0.0257632101,2790.65,6318.0,,82.85,9000.0
001389,广合科技,001389,深圳证券交易所,非科创板,4230.0,26649000,11.0,11000,17.43,196.8,51.88,2024-03-22,2024-03-26,2024-03-26,2024-04-02 00:00:00,26.32,28.54,0.0363807923,2920.23,6728.0,,201.27,17540.0
920123,芭薇股份,889288,北京证券交易所,北交所,800.0,7600000,219.26,380000,5.77,10.35,16.19,2024-03-20,2024-03-25,,2024-03-29 00:00:00,14.0,14.45,0.04,,,,203.36,
301536,星宸科技,301536,深圳证券交易所,非科创板,4211.263,14739500,7.0,7000,16.16,116.0,48.1,2024-03-18,2024-03-20,2024-03-20,2024-03-28 00:00:00,15.34,28.32,0.0281744837,2695.68,5947.0,,179.03,14465.0
001359,平安电工,001359,深圳证券交易所,非科创板,4638.0,37104000,18.5,18500,17.39,116.7,33.11,2024-03-15,2024-03-19,2024-03-19,2024-03-28 00:00:00,25.88,14.58,0.0375540648,2683.88,6465.0,,76.08,6615.0
920438,戈碧迦,889438,北京证券交易所,北交所,2000.0,19000000,950.0,950000,10.0,155.0,22.71,2024-03-13,2024-03-18,,2024-03-25 00:00:00,11.04,14.46,0.11,,,,121.22,
603344,星德胜,732344,上海证券交易所,非科创板,4863.2745,38906500,19.0,19000,19.18,24.72,35.0,2024-03-11,2024-03-13,2024-03-13,2024-03-20 00:00:00,20.44,16.05,0.04524902,3143.92,7315.0,,86.83,8325.0
301538,骏鼎达,301538,深圳证券交易所,非科创板,1000.0,4850000,2.5,2500,55.82,51.92,105.97,2024-03-11,2024-03-13,2024-03-13,2024-03-20 00:00:00,20.26,22.01,0.0239306981,2642.26,5654.0,,84.76,23660.0
688695,中创股份,787695,上海证券交易所,科创板,2126.2845,7654500,5.5,5500,22.43,18.84,48.65,2024-03-04,2024-03-06,2024-03-06,2024-03-13 00:00:00,49.01,49.04,0.03929963,3097.8,7209.0,,124.15,13925.0
301588,美新科技,301588,深圳证券交易所,非科创板,2971.6939,11887000,7.0,7000,14.5,48.88,37.39,2024-03-04,2024-03-06,2024-03-06,2024-03-13 00:00:00,20.9,21.66,0.0243121333,2846.38,5998.0,,159.91,11595.0
920706,铁拓机械,889706,北京证券交易所,北交所,2226.63,21152985,707.5344,1057600,6.69,16.29,16.06,2024-02-28,2024-03-04,,2024-03-08 00:00:00,16.0,25.01,0.11,,,,150.13,
603341,龙旗科技,732341,上海证券交易所,非科创板,6000.0,33600000,14.0,14000,26.0,39.66,51.92,2024-02-21,2024-02-23,2024-02-23,2024-03-01 00:00:00,24.13,25.5,0.04871775,2656.7,7204.0,,104.36,13565.0
301591,肯特股份,301591,深圳证券交易所,非科创板,2103.0,10199500,5.5,5500,19.43,45.18,69.68,2024-02-08,2024-02-20,2024-02-20,2024-02-28 00:00:00,22.81,22.82,0.0301304512,3023.35,6276.0,,300.17,29160.0
688584,上海合晶,787584,上海证券交易所,科创板,6620.6036,16221000,10.5,10500,22.66,35.48,21.23,2024-01-30,2024-02-01,2024-02-01,2024-02-08 00:00:00,42.05,30.02,0.05639813,2704.05,7123.0,,-14.73,-1670.0
301589,诺瓦星云,301589,深圳证券交易所,非科创板,1284.0,5136000,3.0,3000,126.89,144.87,384.0,2024-01-30,2024-02-01,2024-02-01,2024-02-08 00:00:00,21.93,30.02,0.0277687216,1944.93,5463.0,,188.75,119750.0
688709,成都华微,787709,上海证券交易所,科创板,9560.0,23008000,15.0,15000,15.69,37.2,19.69,2024-01-29,2024-01-31,2024-01-31,2024-02-07 00:00:00,37.04,30.14,0.05753434,2716.15,7518.0,,34.66,2720.0
920656,海昇药业,889998,北京证券交易所,北交所,2000.0,19000000,1890.5,950000,19.9,13.91,19.9,2024-01-24,2024-01-29,,2024-02-02 00:00:00,14.53,23.04,0.23,,,,-6.0,
301502,华阳智能,301502,深圳证券交易所,非科创板,1427.1,6921500,4.0,4000,28.01,71.55,59.97,2024-01-24,2024-01-26,2024-01-26,2024-02-02 00:00:00,25.58,17.06,0.0254521756,3348.81,6525.0,,106.94,14975.0
603082,北自科技,732082,上海证券交易所,非科创板,4055.69,25956500,12.5,12500,21.28,41.1,46.4,2024-01-19,2024-01-23,2024-01-23,2024-01-30 00:00:00,28.19,29.42,0.0432405,3566.13,8072.0,,126.83,13495.0
920496,许昌智能,889001,北京证券交易所,北交所,3250.0,30875000,710.102,1543700,4.6,6.29,7.42,2024-01-17,2024-01-22,,2024-01-26 00:00:00,29.66,16.97,0.08,,,,80.85,
603375,盛景微,732375,上海证券交易所,非科创板,2516.6667,16106500,8.0,8000,38.18,49.66,58.95,2024-01-15,2024-01-17,2024-01-17,2024-01-24 00:00:00,22.27,31.73,0.03399676,3626.05,8185.0,,60.99,11645.0
301577,美信科技,301577,深圳证券交易所,非科创板,1109.5149,11095000,11.0,11000,36.51,71.86,68.93,2024-01-15,2024-01-17,2024-01-17,2024-01-24 00:00:00,25.22,31.73,0.0169215449,,,,106.3,19405.0
601033,永兴股份,780033,上海证券交易所,非科创板,15000.0,105000000,45.0,45000,16.2,13.8,22.21,2024-01-09,2024-01-11,2024-01-11,2024-01-18 00:00:00,21.76,18.04,0.08230376,2344.78,7790.0,,40.01,3240.0
001379,腾达科技,001379,深圳证券交易所,非科创板,5000.0,40000000,20.0,20000,16.98,15.81,24.23,2024-01-09,2024-01-11,2024-01-11,2024-01-19 00:00:00,26.05,29.95,0.038252639,2976.0,6833.0,,57.35,4870.0
920403,康农种业,889868,北京证券交易所,北交所,1316.0,12502000,700.112,625100,11.2,16.27,17.97,2024-01-08,2024-01-11,,2024-01-18 00:00:00,16.34,40.97,0.08,,,,69.54,
301567,贝隆精密,301567,深圳证券交易所,非科创板,1800.0,18000000,18.0,18000,21.46,34.75,62.67,2024-01-05,2024-01-09,2024-01-09,2024-01-16 00:00:00,30.35,32.23,0.0200703415,,,,184.87,19835.0
920806,云星宇,889111,北京证券交易所,北交所,7246.6667,61596667,1425.9474,3079800,4.63,9.89,12.33,2024-01-03,2024-01-08,,2024-01-11 00:00:00,21.31,61.1,0.14,,,,133.37,
603312,西典新能,732312,上海证券交易所,非科创板,4040.0,26883000,12.5,12500,29.02,34.12,41.7,2024-01-02,2024-01-04,2024-01-04,2024-01-11 00:00:00,30.55,17.02,0.03933957,3498.33,8218.0,,47.27,6860.0
001387,雪祺电气,001387,深圳证券交易所,非科创板,3419.0,27352000,13.5,13500,15.38,13.04,32.84,2024-01-02,2024-01-04,2024-01-04,2024-01-11 00:00:00,22.53,17.02,0.0312381236,3363.18,7257.0,,105.21,8090.0
603325,博隆技术,732325,上海证券交易所,非科创板,1667.0,13336000,6.5,6500,72.46,57.1,84.93,2023-12-29,2024-01-03,2024-01-03,2024-01-10 00:00:00,20.78,30.13,0.03395287,2962.85,7606.0,,21.61,7830.0
920690,捷众科技,889977,北京证券交易所,北交所,1200.0,11400000,532.38,570000,9.34,15.63,21.01,2023-12-26,2023-12-29,,2024-01-05 00:00:00,16.98,26.57,0.07,,,,138.97,
688717,艾罗能源,787717,上海证券交易所,科创板,4000.0,12800000,9.5,9500,55.66,74.25,87.93,2023-12-22,2023-12-26,2023-12-26,2024-01-03 00:00:00,7.95,17.42,0.04474573,1152.22,3440.0,,69.92,19460.0
301566,达利凯普,301566,深圳证券交易所,非科创板,6001.0,19334000,9.5,9500,8.9,33.42,28.99,2023-12-20,2023-12-22,2023-12-22,2023-12-29 00:00:00,20.99,33.16,0.0322118192,3429.72,6934.0,,227.14,10110.0
301578,辰奕智能,301578,深圳证券交易所,非科创板,1200.0,5820000,3.0,3000,48.94,20.8,79.93,2023-12-19,2023-12-21,2023-12-21,2023-12-28 00:00:00,26.5,33.16,0.0266365555,3210.13,7047.0,,65.78,16095.0
920363,莱赛激光,889263,北京证券交易所,北交所,1916.6667,18208334,662.7712,910400,7.28,12.15,19.81,2023-12-18,2023-12-21,,2023-12-28 00:00:00,16.71,39.94,0.09,,,,203.9,
603004,鼎龙科技,732004,上海证券交易所,非科创板,5888.0,47104000,23.5,23500,16.8,24.78,30.08,2023-12-18,2023-12-20,2023-12-20,2023-12-27 00:00:00,26.37,14.67,0.05074775,3528.45,8393.0,,105.41,8855.0
301526,国际复材,301526,深圳证券交易所,非科创板,70000.0,214571500,98.0,98000,2.66,45.19,6.62,2023-12-15,2023-12-19,2023-12-19,2023-12-26 00:00:00,10.21,16.1,0.111923228,2421.47,6924.0,,174.31,2320.0
601096,宏盛华源,780096,上海证券交易所,非科创板,66878.8772,468152000,200.5,200500,1.7,4.29,7.49,2023-12-13,2023-12-15,2023-12-15,2023-12-22 00:00:00,31.54,25.58,0.24525707,2867.26,7830.0,,279.21,2375.0
920061,西磁科技,889999,北京证券交易所,北交所,1539.13,14621800,591.379,731000,8.09,21.0,27.3,2023-12-12,2023-12-15,,2023-12-21 00:00:00,18.0,27.9,0.08,,,,244.36,
001358,兴欣新材,001358,深圳证券交易所,非科创板,2200.0,17600000,8.5,8500,41.0,28.36,56.25,2023-12-12,2023-12-14,2023-12-14,2023-12-21 00:00:00,17.43,14.86,0.0294099824,3002.3,7559.0,,47.53,9745.0
603373,安邦护卫,732373,上海证券交易所,非科创板,2688.1721,21505500,10.5,10500,19.1,37.0,46.2,2023-12-11,2023-12-13,2023-12-13,2023-12-20 00:00:00,19.86,27.27,0.03683677,3889.9,8394.0,,153.71,14680.0
920284,灵鸽科技,889625,北京证券交易所,北交所,1500.0,14250000,399.0,712500,5.6,20.96,13.42,2023-12-08,2023-12-13,,2023-12-19 00:00:00,15.16,27.88,0.06,,,,185.52,
301413,安培龙,301413,深圳证券交易所,非科创板,1892.35,8231500,4.5,4500,33.25,74.49,93.0,2023-12-07,2023-12-11,2023-12-11,2023-12-18 00:00:00,35.92,33.42,0.025369764,3223.71,6960.0,,148.05,24615.0
920375,派诺科技,889988,北京证券交易所,北交所,1000.0,9500000,547.2,475000,11.52,6.86,24.68,2023-12-06,2023-12-11,,2023-12-14 00:00:00,16.49,62.33,0.08,,,,104.68,
603231,索宝蛋白,732231,上海证券交易所,非科创板,4786.48,38291500,19.0,19000,21.29,15.51,28.46,2023-12-04,2023-12-06,2023-12-06,2023-12-15 00:00:00,26.74,17.3,0.04415764,3361.57,8429.0,,45.33,4825.0
301459,丰茂股份,301459,深圳证券交易所,非科创板,2000.0,9700000,5.5,5500,31.9,34.79,59.22,2023-12-04,2023-12-06,2023-12-06,2023-12-13 00:00:00,28.27,25.46,0.0233275735,3120.01,7054.0,,87.04,13885.0
920547,无锡晶海,889028,北京证券交易所,北交所,1560.0,14820000,1224.873,741000,16.53,17.85,28.44,2023-11-30,2023-12-05,,2023-12-12 00:00:00,15.31,23.83,0.18,,,,82.25,
001239,永达股份,001239,深圳证券交易所,非科创板,6000.0,38719000,19.0,19000,12.05,13.14,23.72,2023-11-30,2023-12-04,2023-12-04,2023-12-12 00:00:00,35.64,25.72,0.03811362,3405.76,7439.0,,117.92,7105.0
301516,中远通,301516,深圳证券交易所,非科创板,7017.5439,30956500,17.5,17500,6.87,14.21,28.6,2023-11-29,2023-12-01,2023-12-01,2023-12-08 00:00:00,20.53,32.99,0.0327894129,3433.87,7163.0,,363.43,12485.0
688720,艾森股份,787720,上海证券交易所,科创板,2203.3334,7058000,5.0,5000,28.03,91.38,61.2,2023-11-27,2023-11-29,2023-11-29,2023-12-06 00:00:00,171.51,32.87,0.04428222,3707.56,8037.0,,121.26,16995.0
920703,广厦环能,889788,北京证券交易所,北交所,1500.0,14250000,1670.8125,712500,23.45,9.58,41.89,2023-11-24,2023-11-29,,2023-12-05 00:00:00,14.0,27.4,0.25,,,,69.84,
601083,锦江航运,780083,上海证券交易所,非科创板,19412.0,135884000,58.0,58000,11.25,10.18,17.84,2023-11-24,2023-11-28,2023-11-28,2023-12-05 00:00:00,8.24,5.39,0.10085872,2196.31,7918.0,,59.61,3355.0
920579,机科股份,889579,北京证券交易所,北交所,3120.0,29640000,1185.6,1482000,8.0,16.0,20.7,2023-11-22,2023-11-27,,2023-11-30 00:00:00,19.54,30.0,0.2,,,,211.37,
301508,中机认检,301508,深圳证券交易所,非科创板,5652.13,22608500,13.5,13500,16.82,23.28,49.07,2023-11-21,2023-11-23,2023-11-23,2023-12-01 00:00:00,37.39,30.86,0.0278785227,2980.22,7141.0,,149.27,12555.0
688652,京仪装备,787652,上海证券交易所,科创板,4200.0,16002000,11.5,11500,31.95,196.86,55.78,2023-11-20,2023-11-22,2023-11-22,2023-11-29 00:00:00,65.44,27.18,0.04663654,2967.03,8039.0,,78.34,12515.0
301568,思泰克,301568,深圳证券交易所,非科创板,2582.0,12522500,7.0,7000,23.23,102.47,66.78,2023-11-17,2023-11-21,2023-11-21,2023-11-28 00:00:00,22.03,27.09,0.0260722536,3130.41,6955.0,,195.45,22700.0
920570,坤博精工,889669,北京证券交易所,北交所,785.0,7457500,726.2144,372800,19.48,24.68,67.1,2023-11-15,2023-11-20,,2023-11-23 00:00:00,18.51,29.91,0.17,,,,277.66,
688653,康希通信,787653,上海证券交易所,科创板,6368.0,16286000,10.5,10500,10.5,16.52,26.39,2023-11-08,2023-11-10,2023-11-10,2023-11-17 00:00:00,441.18,32.15,0.05284725,3554.39,7843.0,,147.71,7755.0
001306,夏厦精密,001306,深圳证券交易所,非科创板,1550.0,12400000,6.0,6000,53.63,57.54,110.49,2023-11-07,2023-11-09,2023-11-09,2023-11-16 00:00:00,44.89,29.9,0.0281953984,3287.44,7154.0,,102.78,27560.0
920132,泰鹏智能,889878,北京证券交易所,北交所,1200.0,11400000,501.6,570000,8.8,7.7,17.5,2023-11-06,2023-11-09,,2023-11-16 00:00:00,11.41,19.66,0.14,,,,149.46,
688648,中邮科技,787648,上海证券交易所,科创板,3400.0,12240000,9.0,9000,15.18,35.23,35.22,2023-11-02,2023-11-06,2023-11-06,2023-11-13 00:00:00,28.94,29.94,0.04517002,3684.09,7773.0,,138.54,10515.0
920522,纳科诺尔,889178,北京证券交易所,北交所,2000.0,19000000,1425.0,950000,15.0,23.13,17.6,2023-11-01,2023-11-06,,2023-11-16 00:00:00,12.5,26.95,0.51,,,,30.7,
920833,美心翼申,889898,北京证券交易所,北交所,1200.0,11400000,570.0,570000,10.0,9.25,16.66,2023-10-30,2023-11-02,,2023-11-08 00:00:00,15.97,30.32,1.87,,,,85.37,
001326,联域股份,001326,深圳证券交易所,非科创板,1830.0,14640000,7.0,7000,41.18,59.14,64.65,2023-10-30,2023-11-01,2023-11-01,2023-11-09 00:00:00,22.63,18.78,0.0287030683,3266.7,7301.0,,71.51,14725.0
920679,前进科技,889899,北京证券交易所,北交所,1346.0,12778000,893.8211,638900,13.99,14.46,21.98,2023-10-27,2023-11-01,,2023-11-10 00:00:00,15.06,30.45,2.03,,,,72.57,
603062,麦加芯彩,732062,上海证券交易所,非科创板,2700.0,21600000,10.5,10500,58.08,41.35,74.78,2023-10-27,2023-10-31,2023-10-31,2023-11-07 00:00:00,26.28,14.73,0.04553059,2599.9,7707.0,,38.57,11200.0
920130,立方控股,889188,北京证券交易所,北交所,1450.0,13775000,529.6103,688700,7.69,13.76,16.0,2023-10-25,2023-10-30,,2023-11-02 00:00:00,15.99,62.09,0.56,,,,95.95,
001376,百通能源,001376,深圳证券交易所,非科创板,4609.0,41481000,13.5,13500,4.56,10.63,38.9,2023-10-25,2023-10-27,2023-10-27,2023-11-03 00:00:00,20.99,21.55,0.0501996835,1249.36,7996.0,,684.6,15610.0
603107,上海汽配,732107,上海证券交易所,非科创板,8433.5,67468000,33.5,33500,14.23,11.62,39.99,2023-10-23,2023-10-25,2023-10-25,2023-11-01 00:00:00,38.75,26.61,0.07186401,3408.28,8869.0,,192.92,13725.0
920493,并行科技,889493,北京证券交易所,北交所,1000.0,9500000,1377.5,475000,29.0,112.45,44.0,2023-10-20,2023-10-25,,2023-11-01 00:00:00,,,1.12,,,,80.45,
301555,惠柏新材,301555,深圳证券交易所,非科创板,2306.67,11187500,6.5,6500,22.88,45.85,68.3,2023-10-20,2023-10-24,2023-10-24,2023-10-31 00:00:00,33.63,15.05,0.0284377771,3192.41,7320.0,,208.32,23830.0
001378,德冠新材,001378,深圳证券交易所,非科创板,3333.36,24891000,12.0,12000,31.68,20.33,75.98,2023-10-19,2023-10-23,2023-10-23,2023-10-30 00:00:00,26.12,25.11,0.0383559997,3160.57,7358.0,,143.37,22710.0
603273,天元智能,732273,上海证券交易所,非科创板,5357.84,42862500,21.0,21000,9.5,14.47,22.88,2023-10-12,2023-10-16,2023-10-16,2023-10-23 00:00:00,29.94,27.62,0.04877594,4035.0,8669.0,,141.49,6720.0
301489,思泉新材,301489,深圳证券交易所,非科创板,1442.0334,6994000,4.0,4000,41.66,163.52,70.15,2023-10-12,2023-10-16,2023-10-16,2023-10-24 00:00:00,46.6,32.57,0.0242601698,3448.71,7209.0,,71.94,14985.0
920693,阿为特,889693,北京证券交易所,北交所,1000.0,9500000,302.1,475000,6.36,29.3,70.49,2023-10-11,2023-10-16,,2023-10-27 00:00:00,17.97,25.13,0.15,,,,255.92,
920026,卓兆点胶,889779,北京证券交易所,北交所,1232.0,11704000,1521.52,585200,26.0,20.97,23.0,2023-10-09,2023-10-12,,2023-10-19 00:00:00,25.0,27.81,3.46,,,,-10.41,
603193,润本股份,732193,上海证券交易所,非科创板,6069.0,42483000,18.0,18000,17.38,19.24,22.08,2023-09-27,2023-10-09,2023-10-09,2023-10-17 00:00:00,45.56,15.42,0.05360988,3574.27,9169.0,,36.41,3165.0
301517,陕西华达,301517,深圳证券交易所,非科创板,2700.67,10949500,6.0,6000,26.87,49.3,74.2,2023-09-27,2023-10-09,2023-10-09,2023-10-17 00:00:00,48.03,32.41,0.0255226654,3640.99,7535.0,,173.43,23300.0
920786,骑士乳业,889786,北京证券交易所,北交所,5227.0,44430500,1110.75,2221500,5.0,6.23,4.74,2023-09-26,2023-10-09,,2023-10-13 00:00:00,15.3,20.34,3.52,,,,-10.93,
301559,中集环科,301559,深圳证券交易所,非科创板,9000.0,35100000,17.0,17000,24.22,12.58,23.95,2023-09-22,2023-09-26,2023-09-26,2023-10-11 00:00:00,20.53,31.38,0.0387696643,2252.3,7263.0,,-0.21,-25.0
688657,浩辰软件,787657,上海证券交易所,科创板,1121.82,3870000,2.5,2500,103.4,35.97,88.89,2023-09-21,2023-09-25,2023-09-25,2023-10-10 00:00:00,77.77,64.55,0.05865985,3512.47,8417.0,,-13.23,-6840.0
920978,开特股份,889966,北京证券交易所,北交所,1800.0,17100000,630.135,855000,7.37,21.67,7.37,2023-09-20,2023-09-25,,2023-09-28 00:00:00,18.8,26.22,0.32,,,,1.61,
301558,三态股份,301558,深圳证券交易所,非科创板,11846.0,46199000,22.5,22500,7.33,6.27,18.95,2023-09-19,2023-09-21,2023-09-21,2023-09-28 00:00:00,45.19,22.82,0.0445480776,3042.71,7297.0,,174.62,6400.0
688719,爱科赛博,787719,上海证券交易所,科创板,2062.0,7195000,5.0,5000,69.98,74.22,65.57,2023-09-18,2023-09-20,2023-09-20,2023-09-28 00:00:00,88.78,20.16,0.04936782,3387.97,8735.0,,-2.96,-1035.0
603276,恒兴新材,732276,上海证券交易所,非科创板,4000.0,29965000,14.0,14000,25.73,15.91,30.54,2023-09-14,2023-09-18,2023-09-18,2023-09-25 00:00:00,44.35,15.51,0.04435209,3582.07,8996.0,,30.21,3885.0
301520,万邦医药,301520,深圳证券交易所,非科创板,1666.6667,8083500,4.5,4500,67.88,31.4,74.0,2023-09-14,2023-09-18,2023-09-18,2023-09-25 00:00:00,52.6,29.85,0.0255934719,2769.81,7465.0,,5.65,1920.0
920665,科强股份,889099,北京证券交易所,北交所,3000.0,28524204,895.6536,1426200,6.28,9.25,6.2,2023-09-13,2023-09-18,,2023-09-26 00:00:00,16.01,26.26,0.22,,,,-1.19,
688716,中研股份,787716,上海证券交易所,科创板,3042.0,11577000,8.5,8500,29.66,33.19,31.78,2023-09-11,2023-09-13,2023-09-13,2023-09-20 00:00:00,67.37,15.62,0.04009779,3557.91,8523.0,,12.41,1840.0
301500,飞南资源,301500,深圳证券交易所,非科创板,4001.0,15603500,7.5,7500,23.97,29.26,33.98,2023-09-11,2023-09-13,2023-09-13,2023-09-21 00:00:00,45.16,29.56,0.0281712363,3032.85,7537.0,,44.63,5350.0
301548,崇德科技,301548,深圳证券交易所,非科创板,1500.0,7275000,4.0,4000,66.8,90.49,79.78,2023-09-07,2023-09-11,2023-09-11,2023-09-20 00:00:00,51.06,31.56,0.0263699908,2987.68,7229.0,,23.8,7950.0
920469,富恒新材,889469,北京证券交易所,北交所,2280.0,21660000,615.144,1083000,5.68,5.88,6.04,2023-09-06,2023-09-11,,2023-09-18 00:00:00,13.99,26.72,0.22,,,,13.2,
920519,万德股份,889369,北京证券交易所,北交所,2000.0,19000000,848.35,950000,8.93,9.26,8.15,2023-09-05,2023-09-08,,2023-09-15 00:00:00,15.99,15.73,0.89,,,,-1.79,
688702,盛科通信,787702,上海证券交易所,科创板,5000.0,12000000,8.0,8000,42.66,353.05,62.5,2023-09-04,2023-09-06,2023-09-06,2023-09-14 00:00:00,,66.8,0.04467654,2804.5,8535.0,,51.26,10935.0
301550,斯菱智驱,301550,深圳证券交易所,非科创板,2750.0,13337500,7.5,7500,37.56,102.3,55.08,2023-09-04,2023-09-06,2023-09-06,2023-09-15 00:00:00,33.71,26.79,0.0239475049,3098.23,7675.0,,52.04,9775.0
920627,力王股份,889238,北京证券交易所,北交所,2300.0,21850000,655.5,1092500,6.0,15.4,11.23,2023-08-30,2023-09-04,,2023-09-07 00:00:00,15.76,21.03,0.31,,,,83.0,
603075,热威股份,732075,上海证券交易所,非科创板,4001.0,28007000,12.0,12000,23.1,22.4,39.1,2023-08-30,2023-09-01,2023-09-01,2023-09-11 00:00:00,39.05,20.95,0.04249644,3581.21,9035.0,,89.98,10395.0
301529,福赛科技,301529,深圳证券交易所,非科创板,2120.9303,9462000,5.0,5000,36.6,112.0,64.26,2023-08-29,2023-08-31,2023-08-31,2023-09-11 00:00:00,38.33,27.07,0.0241472172,3591.82,7829.0,,86.78,15880.0
688549,中巨芯,787549,上海证券交易所,科创板,36931.9,79882000,51.5,51500,5.18,40.01,14.61,2023-08-28,2023-08-30,2023-08-30,2023-09-08 00:00:00,,33.85,0.07623366,2936.59,8612.0,,163.13,4225.0
301251,威尔高,301251,深圳证券交易所,非科创板,3365.544,16323000,9.5,9500,28.88,47.79,68.32,2023-08-28,2023-08-30,2023-08-30,2023-09-06 00:00:00,46.27,33.96,0.0247435566,3007.88,7822.0,,132.57,19145.0
603270,金帝股份,732270,上海证券交易所,非科创板,5477.6667,39750000,19.5,19500,21.77,34.88,48.27,2023-08-23,2023-08-25,2023-08-25,2023-09-01 00:00:00,41.68,32.22,0.04742135,3768.31,9081.0,,106.88,11635.0
301507,民生健康,301507,深圳证券交易所,非科创板,8913.86,43232500,25.0,25000,10.0,12.3,32.78,2023-08-22,2023-08-24,2023-08-24,2023-09-05 00:00:00,50.74,23.38,0.0383173597,3406.51,7966.0,,239.68,11985.0
301525,儒竞科技,301525,深圳证券交易所,非科创板,2359.0,11441000,6.5,6500,99.57,50.39,123.01,2023-08-21,2023-08-23,2023-08-23,2023-08-30 00:00:00,44.44,21.39,0.0289424182,2444.21,7317.0,,29.86,14865.0
688591,泰凌微,787591,上海证券交易所,科创板,6000.0,20851500,15.0,15000,24.98,34.51,32.7,2023-08-16,2023-08-18,2023-08-18,2023-08-25 00:00:00,172.25,35.16,0.05341211,3396.28,8635.0,,34.87,4355.0
301528,多浦乐,301528,深圳证券交易所,非科创板,1550.0,6709000,3.5,3500,71.8,73.8,128.21,2023-08-15,2023-08-17,2023-08-17,2023-08-28 00:00:00,56.76,38.99,0.0272080157,3367.22,7615.0,,107.04,38425.0
920976,视声智能,889976,北京证券交易所,北交所,1270.0,12065000,621.296,603200,10.3,16.36,12.71,2023-08-14,2023-08-18,,2023-09-01 00:00:00,17.9,35.45,0.37,,,,26.77,
603275,众辰科技,732275,上海证券交易所,非科创板,3719.2963,29754500,14.5,14500,49.97,40.28,64.57,2023-08-14,2023-08-16,2023-08-16,2023-08-23 00:00:00,53.64,38.99,0.04293698,3123.74,9056.0,,40.49,10115.0
301421,波长光电,301421,深圳证券交易所,非科创板,2893.0,14031000,8.0,8000,29.38,112.25,52.29,2023-08-14,2023-08-16,2023-08-16,2023-08-23 00:00:00,60.67,39.05,0.0250696323,3231.94,7191.0,,104.84,15400.0
