date,n,n_above,breadth
2026-06-01,3529,806,0.2283933125531312
2026-06-02,3530,738,0.20906515580736543
2026-06-03,3530,695,0.19688385269121814
2026-06-04,3530,676,0.1915014164305949
2026-06-05,3532,671,0.18997734994337487
2026-06-08,3532,518,0.14665911664779163
2026-06-09,3530,642,0.18186968838526912
2026-06-10,3529,622,0.17625389628790025
2026-06-11,3528,619,0.17545351473922902
2026-06-12,3529,745,0.21110796259563616
2026-06-15,3525,1080,0.30638297872340425
2026-06-16,3529,1204,0.3411731368659677
2026-06-17,3528,1204,0.3412698412698413
2026-06-18,3527,1208,0.34250070881769207
2026-06-22,3527,1340,0.3799262829600227
2026-06-23,3529,1341,0.3799943326721451
2026-06-24,3528,1276,0.36167800453514737
2026-06-25,3527,1178,0.33399489651261693
2026-06-26,3527,953,0.27020130422455346
2026-06-29,3526,1022,0.28984685195689164
2026-06-30,3524,1171,0.3322928490351873
2026-07-01,3525,1419,0.4025531914893617
2026-07-02,3528,1392,0.3945578231292517
2026-07-03,3528,1577,0.4469954648526077
2026-07-06,3529,1479,0.4190988948710683
2026-07-07,3527,1009,0.2860788205273604
2026-07-08,3528,864,0.24489795918367346
2026-07-09,3528,873,0.24744897959183673
2026-07-10,3527,1081,0.3064927700595407
2026-07-13,3528,751,0.2128684807256236
2026-07-14,3531,1002,0.28377230246389124
2026-07-15,3531,1281,0.36278674596431604
